cis,nom_commercial,dci,atc
60369895,"ACIDE FOLIQUE BIOGARAN 0,4 mg, comprimé",ACIDE FOLIQUE,
68502917,"ACIDE FOLIQUE CCD 0,4 mg, comprimé",ACIDE FOLIQUE,
69448600,"ACIDE FOLIQUE CCD 5 mg, comprimé",ACIDE FOLIQUE,
69661235,"ACIDE FOLIQUE VIATRIS 5 mg, comprimé",ACIDE FOLIQUE,B03BB01
68762562,"ACIDE FUSIDIQUE ARROW 2 %, crème",ACIDE FUSIDIQUE,
67676765,"ACIDE FUSIDIQUE BGR 2 %, crème",ACIDE FUSIDIQUE,
64944927,"ACIDE FUSIDIQUE EG 2 %, crème",ACIDE FUSIDIQUE,
64108825,"ACIDE FUSIDIQUE SANDOZ 2 %, crème",ACIDE FUSIDIQUE,D06AX01
66343989,"ACIDE FUSIDIQUE VIATRIS 2 %, crème",ACIDE FUSIDIQUE,
63861752,"ACIDE FUSIDIQUE ZENTIVA 2 %, crème",ACIDE FUSIDIQUE,
65427676,"ACIDE GADOTERIQUE GUERBET 0,5 mmol/mL, solution injectable",DOTA; OXYDE DE GADOLINIUM,V08CA02
64913426,"ACIDE GADOTERIQUE GUERBET 0,5 mmol/mL, solution injectable en seringue pré-remplie",DOTA; OXYDE DE GADOLINIUM,V08CA02
61884211,"ACIDE TIAPROFENIQUE ARROW 100 mg, comprimé sécable",ACIDE TIAPROFÉNIQUE,
62714607,"ACIDE TIAPROFENIQUE ZENTIVA 100 mg, comprimé sécable",TIAPROFÉNIQUE (ACIDE),
63520847,"ACIDE TRANEXAMIQUE ACCORD 0,5 g/5 mL, solution injectable",ACIDE TRANEXAMIQUE,B02AA02
64314490,"ACIDE TRANEXAMIQUE AGUETTANT 0,5 g/5 mL, solution injectable",ACIDE TRANEXAMIQUE,B02AA02
64564711,"ACIDE TRANEXAMIQUE ARROW 0,5 g/5 ml I.V., solution injectable",ACIDE TRANEXAMIQUE,B02AA02
67420125,"ACIDE TRANEXAMIQUE TILLOMED 0,5 g/5 mL, solution injectable",ACIDE TRANEXAMIQUE,
67212124,"ACIDE TRANEXAMIQUE VIATRIS 0,5 g/5 mL, solution injectable",ACIDE TRANEXAMIQUE,B02AA02
60151843,"ACIDE TRANEXAMIQUE VIATRIS SANTE 0,5 g/5 mL, solution injectable",ACIDE TRANEXAMIQUE,
68806603,"ACIDE URSODESOXYCHOLIQUE ARROW 250 mg, comprimé pelliculé",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
69307489,"ACIDE URSODESOXYCHOLIQUE ARROW 500 mg, comprimé pelliculé sécable",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
60970141,"ACIDE URSODESOXYCHOLIQUE BIOGARAN 250 mg, comprimé pelliculé",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
61225182,"ACIDE URSODESOXYCHOLIQUE BIOGARAN 500 mg, comprimé pelliculé sécable",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
60044841,"ACIDE URSODESOXYCHOLIQUE MEDIPHA 250 mg, gélule",ACIDE URSODÉOXYCHOLIQUE,
63199590,"ACIDE URSODESOXYCHOLIQUE MEDIPHA 500 mg, gélule",ACIDE URSODÉOXYCHOLIQUE,
60886120,"ACIDE URSODESOXYCHOLIQUE SUBSTIPHARM 250 mg, comprimé pelliculé",ACIDE URSODÉSOXYCHOLIQUE,
66438622,"ACIDE URSODESOXYCHOLIQUE TEVA 250 mg, comprimé pelliculé",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
62508863,"ACIDE URSODESOXYCHOLIQUE TEVA 500 mg, comprimé pelliculé sécable",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
62994066,"ACIDE URSODESOXYCHOLIQUE VIATRIS 250 mg, comprimé pelliculé",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
69846255,"ACIDE URSODESOXYCHOLIQUE VIATRIS 500 mg, comprimé pelliculé sécable",ACIDE URSODÉSOXYCHOLIQUE,A05AA02
67519707,"ACIDE ZOLEDRONIQUE ALTAN 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
66175242,"ACIDE ZOLEDRONIQUE ALTAN 5 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
64410713,"ACIDE ZOLEDRONIQUE BIOGARAN 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
67367683,"ACIDE ZOLEDRONIQUE BIOGARAN 5 mg/100 mL, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,
68737947,"ACIDE ZOLEDRONIQUE HOSPIRA 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,
60463323,"ACIDE ZOLEDRONIQUE MEDAC 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
66902987,"ACIDE ZOLEDRONIQUE MYLAN 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,
68011537,"ACIDE ZOLEDRONIQUE MYLAN 4 mg/5 ml, solution à diluer pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
64044205,"ACIDE ZOLEDRONIQUE SANDOZ 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
67182791,"ACIDE ZOLEDRONIQUE SANDOZ 5 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
69694737,"ACIDE ZOLEDRONIQUE TILLOMED 4 mg/5 mL, solution à diluer pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,
68480627,"ACIDE ZOLEDRONIQUE VIATRIS 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
65063322,"ACIDE ZOLEDRONIQUE VIATRIS 5 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
65148121,"ACIDE ZOLEDRONIQUE ZENTIVA LAB 4 mg/100 ml, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
64908596,"ACIDRINE, comprimé à croquer",ALUMINIUM (AMINO-ACÉTATE D'); GALACTANE (SULFATE DE); LAURILSULFATE DE MYRTÉCAÏNE,
69636666,"ACIDUM PHOSPHORICUM COMPLEXE N°5, solution buvable en gouttes",GELSÉMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES; PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES; PICRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES; VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES; ZINCUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
68527678,ACIDUM PHOSPHORICUM COMPOSE,ANACARDIUM ORIENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES; ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES; ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES; AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES; GELSÉMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES; KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES; PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES; SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
67306342,"ACLASTA 5 mg, solution pour perfusion",ACIDE ZOLÉDRONIQUE MONOHYDRATÉ,M05BA08
60991573,"ACLOTINE 100 UI/mL, poudre et solvant pour solution injectable",ANTITHROMBINE HUMAINE,B01AB02
67159166,"ACODORON, solution injectable",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
61736892,"ACONITUM FEROX BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACONITUM FEROX POUR PRÉPARATIONS HOMÉOPATHIQUES,
64692465,"ACONITUM NAPELLUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
69203615,"ACONITUM NAPELLUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
66506742,"ACONITUM NAPELLUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
69152302,"ACORSPRAY 200 microgrammes par inhalation, solution pour inhalation en flacon pressurisé",BUDÉSONIDE,
61104024,"ACT-HIB 10 microgrammes/0,5 mL, poudre et solvant pour solution injectable en seringue préremplie. Vaccin conjugué de l'Haemophilus type b",HAEMOPHILUS TYPE B (POLYOSIDE) CONJUGUÉ À LA PROTÉINE TÉTANIQUE,J07AG01
65090198,"ACTAEA RACEMOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,
62179617,"ACTAEA RACEMOSA DECOCTE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH","ACTAEA RACEMOSA, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES",
60002746,"ACTAEA RACEMOSA FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69255099,"ACTAEA RACEMOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,
68185160,"ACTAEA SPICATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ACTAEA SPICATA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69330705,"ACTAEA SPICATA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",ACTAEA SPICATA POUR PRÉPARATIONS HOMÉOPATHIQUES,
62448875,"ACTAPULGITE 3 g, poudre pour suspension buvable en sachet",ATTAPULGITE DE MORMOIRON,
65464525,"ACTHEANE, comprimé",ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES; ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES; GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES; LACHESIS MUTUS POUR PRÉPARATIONS HOMÉOPATHIQUES; SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
69488452,"ACTICARBINE 70 mg, comprimé enrobé",CHARBON ACTIVÉ,
61774341,"ACTICARBINE, comprimé enrobé",CHARBON ACTIVÉ; PAPAVÉRINE (CHLORHYDRATE DE),
60206332,"ACTIFED RHUME JOUR ET NUIT, comprimé",CHLORHYDRATE DE DIPHÉNHYDRAMINE; CHLORHYDRATE DE PSEUDOÉPHÉDRINE; PARACÉTAMOL,
69928332,"ACTIFED RHUME, comprimé",CHLORHYDRATE DE PSEUDOÉPHÉDRINE; CHLORHYDRATE DE TRIPROLIDINE; PARACÉTAMOL,
67177673,"ACTILYSE 2 mg, poudre pour solution injectable et perfusion",ALTÉPLASE,B01AD02
63617876,"ACTILYSE, poudre et solvant pour solution injectable et perfusion",ALTÉPLASE,B01AD02
62187806,"ACTIQ 1200 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
66645425,"ACTIQ 1600 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
64226300,"ACTIQ 200 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
67100036,"ACTIQ 400 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
61576943,"ACTIQ 600 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
64417355,"ACTIQ 800 microgrammes, comprimé avec applicateur buccal",CITRATE DE FENTANYL,N02AB03
62469549,"ACTISKENAN 1 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
63454500,"ACTISKENAN 10 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
64288864,"ACTISKENAN 10 mg, gélule",SULFATE DE MORPHINE,N02AA01
60765898,"ACTISKENAN 2,5 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
63594630,"ACTISKENAN 20 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
69235748,"ACTISKENAN 20 mg, gélule",SULFATE DE MORPHINE,N02AA01
64373026,"ACTISKENAN 30 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
62820286,"ACTISKENAN 30 mg, gélule",SULFATE DE MORPHINE,N02AA01
60328261,"ACTISKENAN 5 mg, comprimé orodispersible",SULFATE DE MORPHINE,N02AA01
62417470,"ACTISKENAN 5 mg, gélule",SULFATE DE MORPHINE,N02AA01
66047164,"ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale",SACCHAROMYCES CEREVISIAE; SODIUM (MONOSULFURE DE) NONAHYDRATÉ,
67928230,"ACTISOUFRE, solution pour pulvérisation nasale/buccale en flacon pressurisé",LEVURE; SODIUM (SULFURE DE) NONAHYDRATÉ,
62210849,"ACTIVELLE, comprimé pelliculé",ACÉTATE DE NORÉTHISTÉRONE; ESTRADIOL HÉMIHYDRATÉ,
68933636,ACTIVIR 5 % crème,ACICLOVIR,
64955489,"ACTIVOX RHUME PELARGONIUM, solution buvable",PÉLARGONIUM (EXTRAIT FLUIDE DE RACINE DE),
69716824,"ACTONEL 30 mg, comprimé pelliculé",RISÉDRONATE MONOSODIQUE ANHYDRE,M05BA07
64392560,"ACTONEL 35 mg, comprimé gastro-résistant",RISÉDRONATE MONOSODIQUE,M05BA07
60399454,"ACTONEL 35 mg, comprimé pelliculé",RISÉDRONATE MONOSODIQUE ANHYDRE,M05BA07
64144419,"ACTONEL 5 mg, comprimé pelliculé",RISÉDRONATE MONOSODIQUE ANHYDRE,M05BA07
65740030,"ACTONEL 75 mg, comprimé pelliculé",RISÉDRONATE MONOSODIQUE ANHYDRE,M05BA07
64566299,"ACTONELCOMBI 35 mg + 1000 mg/880 UI, comprimé pelliculé et granulés effervescents",CARBONATE DE CALCIUM; CHOLÉCALCIFÉROL; RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ,M05BB04
68951171,"ACTOSOLV 100 000 UI, poudre pour solution injectable/pour perfusion",UROKINASE (MAMMIFERE/HUMAIN/URINE),
67448313,"ACTOSOLV 600 000 UI, poudre pour solution injectable/pour perfusion",UROKINASE (MAMMIFERE/HUMAIN/URINE),
62809126,"ACTRAPID 100 unités internationales/ml, solution injectable",INSULINE HUMAINE RECOMBINANTE,A10AB01
61995884,"ACTRAPID PENFILL 100 unités internationales/ml, solution injectable en cartouche",INSULINE HUMAINE RECOMBINANTE,A10AB01
62040674,"ACTRON, comprimé effervescent",ACIDE ACÉTYLSALICYLIQUE; CAFÉINE ANHYDRE; PARACÉTAMOL,
60043038,"ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé",OXYGÈNE; PROTOXYDE D'AZOTE,
68337593,"ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable",CHLORHYDRATE DE QUINAPRIL; HYDROCHLOROTHIAZIDE,C09BA06
62927128,"ACUITEL 20 mg, comprimé enrobé sécable",QUINAPRIL (CHLORHYDRATE DE),C09AA06
62206135,"ACUITEL 5 mg, comprimé enrobé sécable",QUINAPRIL (CHLORHYDRATE DE),C09AA06
63866361,"ACULAR 0,5 %, collyre en solution",KÉTOROLAC TROMÉTAMOL,S01BC05
62580656,"ACUPAN 20 mg/2 mL, solution injectable",NÉFOPAM (CHLORHYDRATE DE),N02BG06
68943687,"ACUPAN, comprimé",CHLORHYDRATE DE NÉFOPAM,
68535415,"ACUSPOT 5%, gel",PEROXYDE DE BENZOYLE HYDRATÉ,
67474429,"ADAFLEX 1 mg, comprimé",MÉLATONINE,
63820563,"ADAFLEX 2 mg, comprimé",MÉLATONINE,
66266560,"ADAFLEX 5 mg, comprimé",MÉLATONINE,
62004984,"ADAKVEO 10 mg/mL, solution à diluer pour perfusion",CRIZANLIZUMAB,
65099368,"ADAPALENE TEVA 0,1 POUR CENT, crème",ADAPALÈNE,
67245747,"ADAPALENE ZENTIVA 0,1 %, crème",ADAPALÈNE,
62886560,"ADAPALENE ZENTIVA 0,1 %, gel",ADAPALÈNE,
67549248,"ADAPALENE/PEROXYDE DE BENZOYLE ZENTIVA 0,1 %/2,5 %, gel",ADAPALÈNE; PEROXYDE DE BENZOYLE HYDRATÉ,
69422057,"ADARTREL 0,25 mg, comprimé pelliculé",CHLORHYDRATE DE ROPINIROLE,
69982928,"ADARTREL 0,50 mg, comprimé pelliculé",CHLORHYDRATE DE ROPINIROLE,
67276995,"ADARTREL 2 mg, comprimé pelliculé",CHLORHYDRATE DE ROPINIROLE,
68438457,"ADCETRIS 50 mg, poudre pour solution à diluer pour perfusion",BRENTUXIMAB VÉDOTINE,L01FX05
63206355,"ADCIRCA 20 mg, comprimé pelliculé",TADALAFIL,G04BE08
64832942,"ADEMPAS 0,5 mg, comprimé pelliculé",RIOCIGUAT,C02KX05
66086562,"ADEMPAS 1 mg, comprimé pelliculé",RIOCIGUAT,C02KX05
60025054,"ADEMPAS 1,5 mg, comprimé pelliculé",RIOCIGUAT,C02KX05
60203795,"ADEMPAS 2 mg, comprimé pelliculé",RIOCIGUAT,C02KX05
61875550,"ADEMPAS 2,5 mg, comprimé pelliculé",RIOCIGUAT,C02KX05
61855583,"ADENOSCAN 30 mg/10 mL, solution pour perfusion",ADÉNOSINE,C01EB10
62967603,"ADENOSINE ACCORD 30 mg/10 ml, solution pour perfusion",ADÉNOSINE,
68352264,"ADENOSINE ACCORD 6 mg/2 ml, solution injectable",ADÉNOSINE,
67537114,"ADENOSINE HIKMA 6 mg/2 mL, solution injectable",ADÉNOSINE,C01EB10
63052537,"ADENOSINE MEDISOL 6 mg/2 ml, solution injectable",ADÉNOSINE,C01EB10
64493890,"ADENURIC 120 mg, comprimé pelliculé",FÉBUXOSTAT,M04AA03
61871331,"ADENURIC 80 mg, comprimé pelliculé",FÉBUXOSTAT,M04AA03
60928936,"ADEPAL, comprimé enrobé",LÉVONORGESTREL; ÉTHINYLESTRADIOL,G03AA07
66265330,"ADIAZINE 500 mg, comprimé",SULFADIAZINE,J01EC02
63359632,"ADONIS VERNALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ADONIS VERNALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
60351662,"ADONIS VERNALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ADONIS VERNALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
67180032,"ADONTEX 0,12 %, solution pour bain de bouche","DIGLUCONATE DE CHLORHEXIDINE, SOLUTION DE",
68955248,"ADOPORT 0,5 mg, gélule",TACROLIMUS MONOHYDRATÉ,L04AD02
68176916,"ADOPORT 1 mg, gélule",TACROLIMUS MONOHYDRATÉ,L04AD02
66927104,"ADOPORT 2 mg, gélule",TACROLIMUS MONOHYDRATÉ,L04AD02
61964294,"ADOPORT 5 mg, gélule",TACROLIMUS MONOHYDRATÉ,L04AD02
62024136,"ADRENALINE AGUETTANT 0,1 mg/mL sans sulfite, solution injectable en seringue pré-remplie",TARTRATE D'ADRÉNALINE,C01CA24
69150358,"ADRENALINE AGUETTANT 1 mg/mL SANS SULFITE, solution injectable",TARTRATE D'ADRÉNALINE,C01CA24
61912155,"ADRENALINE AGUETTANT 1 mg/mL sans sulfite, solution injectable en seringue pré-remplie",TARTRATE D'ADRÉNALINE,C01CA24
61072758,"ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule",ADRÉNALINE,C01CA24
69325747,"ADRENALINE RENAUDIN 0,25 mg/mL, solution injectable en ampoule",TARTRATE D'ADRÉNALINE,C01CA24
69556177,"ADRENALINE RENAUDIN 0,50 mg/mL, solution injectable",TARTRATE D'ADRÉNALINE,C01CA24
69553494,"ADRENALINE RENAUDIN 1 mg/mL, solution injectable en ampoule",TARTRATE D'ADRÉNALINE,C01CA24
66305127,"ADRENALINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ADRENALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
66800110,"ADRENALINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ADRENALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
65884582,"ADREVIEW [123I] 74 MBq/mL, solution injectable",MÉTA-IODOBENZYLGUANIDINE (SULFATE DE),
65771499,"ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon",DOXORUBICINE (CHLORHYDRATE DE),L01DB01
64367525,"ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon",DOXORUBICINE (CHLORHYDRATE DE),L01DB01
66269026,"ADRIGYL 10 000 UI/ml, solution buvable en gouttes",CHOLÉCALCIFÉROL,
63725282,"ADROVANCE 70 mg/2800 UI, comprimé",ALENDRONATE MONOSODIQUE TRIHYDRATÉ; COLÉCALCIFÉROL,M05BB03
63230395,"ADROVANCE 70 mg/5600 UI, comprimé",ALENDRONATE MONOSODIQUE TRIHYDRATÉ; COLÉCALCIFÉROL,M05BB03
62444268,"ADTRALZA 150 mg, solution injectable en seringue préremplie",TRALOKINUMAB,
64854878,"ADTRALZA 300 mg, solution injectable en stylo prérempli",TRALOKINUMAB,
67822622,"ADULAIRE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ADULAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES,
63931834,"ADVAGRAF 0,5 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ,L04AD02
64297436,"ADVAGRAF 1 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ,L04AD02
61604257,"ADVAGRAF 3 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ,L04AD02
61727612,"ADVAGRAF 5 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ,L04AD02
66954464,"ADVATE 1000 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
64445956,"ADVATE 1500 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
68255655,"ADVATE 2000 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
68294455,"ADVATE 250 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
69558317,"ADVATE 3000 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
67778827,"ADVATE 500 UI, poudre et solvant pour solution injectable",OCTOCOG ALFA,B02BD02
68634000,"ADVIL 200 mg, comprimé enrobé",IBUPROFÈNE,
63646874,"ADVIL 400 mg, comprimé enrobé",IBUPROFÈNE,
67848097,"ADVILCAPS 200 mg, capsule molle",IBUPROFÈNE,
61959735,"ADVILCAPS 400 mg, capsule molle",IBUPROFÈNE,
68033779,"ADVILMED 100 mg, comprimé enrobé",IBUPROFÈNE,
63040606,"ADVILMED 400 mg, comprimé enrobé",IBUPROFÈNE,
69955824,"ADVILMED 5 %, gel",IBUPROFÈNE,
61902232,"ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon",IBUPROFÈNE,
62352670,"ADZYNMA 1500 UI, poudre et solvant pour solution injectable",ADAMTS13R,
66193589,"ADZYNMA 500 UI, poudre et solvant pour solution injectable",ADAMTS13R,
69643760,"AERIUS 0,5 mg/ml, solution buvable",DESLORATADINE,
61833327,"AERIUS 5 mg, comprimé pelliculé",DESLORATADINE,
63498500,"AERRANE, liquide pour inhalation par vapeur",ISOFLURANE,N01AB06
61054685,"AESCULUS COMPLEXE N°103, solution buvable en gouttes",AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES; ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES; BOLDO (PEUMUS BOLDUS); COLLINSONIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES; HAMAMELIS VIRGINIANA POUR PRÉPARATIONS HOMÉOPATHIQUES; NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES; NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES; PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES; SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES; VERBASCUM THAPSUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
61276928,AESCULUS COMPOSE,AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES; HAMAMÉLIS POUR PRÉPARATIONS HOMÉOPATHIQUES; HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES; VIBURNUM PRUNIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
63869208,"AESCULUS GLABRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AESCULUS GLABRA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69543062,"AESCULUS HIPPOCASTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
62620175,"AESCULUS HIPPOCASTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
60172307,"AESCULUS HIPPOCASTANUM macérat glycériné BOIRON, degré de dilution compris entre 4DH et 6DH",AESCULUS HIPPOCASTANUM MACÉRAT GLYCÉRINÉ POUR PRÉPARATIONS HOMÉOPATHIQUES,
69213673,"AESCULUS HIPPOCASTANUM, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH","AESCULUS HIPPOCASTANUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES",
60955709,"AETHIOPS MERCURIALIS MINERALIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",AETHIOPS MERCURIALIS MINERALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
68930647,"AETHIOPS MERCURIALIS MINERALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",AETHIOPS MERCURIALIS MINERALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
66067715,"AETHUSA CYNAPIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AETHUSA CYNAPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
61282849,"AETHUSA CYNAPIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AETHUSA CYNAPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
64700855,"AETOXISCLEROL 0,25 % (5 mg/2 mL), solution injectable",MACROGOL 9 (ÉTHER LAURIQUE DE),
68821893,"AETOXISCLEROL 0,5 % (10 mg/2 mL), solution injectable",MACROGOL 9 (ÉTHER LAURIQUE DE),
67316525,"AETOXISCLEROL 1 % (20 mg/2 mL), solution injectable",LAUROMACROGOL 400,
64920036,"AETOXISCLEROL 2 % (40 mg/2 mL), solution injectable",LAUROMACROGOL 400,
68080800,"AETOXISCLEROL 3 % (60 mg/2 mL), solution injectable",LAUROMACROGOL 400,
64201368,"AFINITOR 10 mg, comprimé",ÉVÉROLIMUS,L01EG02
